Ax,Ay,Az,Gx,Gy,Gz,fL,fR
-0.8765869140625,0.1131591796875,0.4345703125,-0.18310546875,-4.0283203125,-1.89208984375,-19,-19
-0.8851318359375,0.1080322265625,0.437255859375,-0.3662109375,-4.7607421875,-2.74658203125,-16,-19
-0.8800048828125,0.0965576171875,0.45166015625,-0.42724609375,-3.35693359375,-0.244140625,-16,-19
-0.9013671875,0.079833984375,0.4466552734375,1.15966796875,-2.13623046875,-1.220703125,-21,-19
-0.899169921875,0.0880126953125,0.4556884765625,0.91552734375,-2.62451171875,-1.03759765625,-18,-19
-0.868896484375,0.0946044921875,0.4615478515625,0.67138671875,-3.662109375,-1.953125,-19,-19
-0.8746337890625,0.1031494140625,0.460205078125,0.42724609375,-5.92041015625,-0.732421875,-18,-19
-0.8507080078125,0.112548828125,0.4456787109375,0.1220703125,-2.5634765625,-0.1220703125,-16,-19
-0.9295654296875,0.082275390625,0.4486083984375,1.3427734375,-1.89208984375,-1.77001953125,-10,-19
-0.8863525390625,0.1297607421875,0.4638671875,0.54931640625,-1.8310546875,-2.13623046875,-19,-19
-0.8780517578125,0.1011962890625,0.455810546875,0.79345703125,-4.150390625,-1.15966796875,-18,-20
-0.8692626953125,0.0970458984375,0.45166015625,0.91552734375,-3.23486328125,-0.732421875,-15,-17
-0.8936767578125,0.1134033203125,0.44482421875,2.3193359375,-2.86865234375,-1.52587890625,-17,-18
-0.877685546875,0.0926513671875,0.443359375,2.0751953125,-0.42724609375,0.1220703125,-18,-20
-0.8936767578125,0.0963134765625,0.4505615234375,2.13623046875,-2.74658203125,0.1220703125,-18,-19
-0.8636474609375,0.0985107421875,0.4342041015625,0.67138671875,-5.06591796875,-1.64794921875,-16,-19
-0.890625,0.1217041015625,0.4620361328125,1.15966796875,-6.28662109375,-2.13623046875,-17,-20
