Ax,Ay,Az,Gx,Gy,Gz
0.9825439453125,0.130859375,-0.1453857421875,2.50244140625,-0.1220703125,-11.77978515625
1.050537109375,0.0902099609375,-0.0440673828125,4.150390625,-2.99072265625,-10.986328125
1.0001220703125,0.1390380859375,-0.10107421875,-10.07080078125,7.080078125,-1.15966796875
1.0096435546875,0.1158447265625,-0.0484619140625,-3.60107421875,4.2724609375,-2.685546875
1.0130615234375,0.1209716796875,-0.0384521484375,-2.13623046875,-2.9296875,-1.220703125
0.997314453125,0.1317138671875,-0.0592041015625,-2.685546875,1.0986328125,0.48828125
0.98681640625,0.131591796875,-0.0733642578125,-7.080078125,0.732421875,-0.18310546875
1.0045166015625,0.1207275390625,-0.064697265625,-3.35693359375,1.8310546875,0.30517578125
1.00244140625,0.125,-0.07421875,-0.3662109375,0.9765625,-0.30517578125
1.0050048828125,0.1204833984375,-0.059814453125,-1.40380859375,0.18310546875,-1.15966796875
0.9976806640625,0.120361328125,-0.0634765625,-1.0986328125,1.8310546875,0.54931640625
1.0059814453125,0.12060546875,-0.063232421875,-0.6103515625,-7.080078125,-3.84521484375
1.0045166015625,0.118896484375,-0.074462890625,-3.90625,0.3662109375,-3.35693359375
0.964599609375,0.380126953125,-1.338134765625,-111.26708984375,921.2646484375,-86.48681640625
0.17041015625,-0.1817626953125,1.3101806640625,-36.80419921875,20.263671875,9.765625
0.08251953125,-0.0338134765625,0.8961181640625,16.357421875,-21.05712890625,3.5400390625
0.0970458984375,0.296142578125,0.57177734375,9.765625,-168.45703125,43.45703125
1.1751708984375,-0.4676513671875,-0.518798828125,-0.42724609375,45.95947265625,19.775390625
0.9285888671875,-0.16943359375,-0.12890625,-1.64794921875,-5.37109375,5.55419921875
0.9930419921875,-0.20166015625,-0.2120361328125,-11.8408203125,27.52685546875,1.15966796875
0.97119140625,-0.2139892578125,-0.1268310546875,-5.18798828125,-7.99560546875,-10.07080078125
0.9871826171875,-0.1480712890625,-0.1632080078125,-5.126953125,22.0947265625,-4.7607421875
1.0015869140625,-0.15087890625,-0.0693359375,-3.35693359375,-7.6904296875,-10.3759765625
