Ax,Ay,Az,Gx,Gy,Gz,fL,fR
-0.9808349609375,-0.0423583984375,0.1622314453125,1.0986328125,-3.84521484375,-1.03759765625,-20,-15
-0.9776611328125,-0.033935546875,0.164306640625,0.732421875,-3.47900390625,-1.5869140625,-19,-16
-0.976318359375,-0.0294189453125,0.16259765625,0.732421875,-3.72314453125,-1.3427734375,-19,-15
-0.9766845703125,-0.038330078125,0.16064453125,0.79345703125,-3.60107421875,-1.77001953125,-17,-14
-0.978515625,-0.029052734375,0.1546630859375,1.0986328125,-3.23486328125,-1.52587890625,-19,-16
-0.9774169921875,-0.0380859375,0.1590576171875,-0.18310546875,-3.90625,-1.5869140625,-18,-14
-0.972900390625,-0.0350341796875,0.1568603515625,0.42724609375,-3.84521484375,-1.40380859375,-19,-16
-0.96875,-0.03955078125,0.15869140625,0.42724609375,-3.173828125,-1.5869140625,-19,-16
-0.971923828125,-0.0391845703125,0.1558837890625,0.18310546875,-3.60107421875,-1.0986328125,-19,-14
-0.9759521484375,-0.0347900390625,0.1627197265625,-0.54931640625,-4.150390625,-0.79345703125,-18,-16
-0.9722900390625,-0.038818359375,0.15869140625,0.48828125,-3.47900390625,-1.8310546875,-17,-15
-0.9771728515625,-0.032470703125,0.1624755859375,1.03759765625,-4.08935546875,-0.1220703125,-18,-15
-0.9786376953125,-0.031494140625,0.16552734375,-2.25830078125,-2.74658203125,1.28173828125,-20,-16
-0.976806640625,-0.0194091796875,0.154296875,2.50244140625,-1.77001953125,1.8310546875,-19,-18
-0.985107421875,0.0118408203125,0.141357421875,-0.732421875,-3.60107421875,1.46484375,-20,-16
