Ax,Ay,Az,Gx,Gy,Gz,fL,fR
-0.8543701171875,0.09765625,0.483642578125,1.03759765625,-3.41796875,-1.46484375,-15,-19
-0.856689453125,0.091552734375,0.4814453125,1.0986328125,-4.08935546875,-1.46484375,-17,-19
-0.8564453125,0.091552734375,0.490234375,0.42724609375,-2.44140625,-0.48828125,-18,-18
-0.8819580078125,0.0830078125,0.5003662109375,2.3193359375,-3.60107421875,-1.89208984375,-18,-19
-0.8521728515625,0.101318359375,0.4227294921875,8.6669921875,34.423828125,-1.52587890625,-13,-23
-0.958251953125,0.141357421875,0.2237548828125,4.0283203125,18.98193359375,-5.859375,-17,-20
-0.9671630859375,0.097412109375,0.0682373046875,4.21142578125,8.23974609375,-2.197265625,-20,-14
-1.0274658203125,0.1064453125,0.0313720703125,-0.244140625,-2.99072265625,-2.25830078125,-19,-21
-0.9920654296875,0.0635986328125,0.043701171875,1.3427734375,-5.06591796875,-1.5869140625,-19,-21
-0.9803466796875,0.088134765625,0.0595703125,0.732421875,-4.8828125,-0.91552734375,-20,-21
-0.98046875,0.0887451171875,0.0601806640625,0.48828125,-3.90625,-1.03759765625,-19,-21
-0.981689453125,0.0816650390625,0.056396484375,0.48828125,-3.72314453125,-1.40380859375,-21,-20
-0.9940185546875,0.0946044921875,0.064697265625,0.54931640625,-5.126953125,-1.46484375,-20,-21
-0.99072265625,0.091064453125,0.0645751953125,0.54931640625,-3.96728515625,0.732421875,-17,-21
-0.98779296875,0.086181640625,0.060302734375,2.0751953125,-2.50244140625,0.244140625,-18,-20
-0.9683837890625,0.1048583984375,0.0560302734375,-1.28173828125,-3.5400390625,0.8544921875,-19,-20
-0.9808349609375,0.069091796875,0.065185546875,-0.9765625,-3.662109375,-2.13623046875,-19,-21
-0.989990234375,0.09619140625,0.0562744140625,-2.5634765625,-3.5400390625,-0.244140625,-19,-21
-0.9815673828125,0.104736328125,0.07080078125,1.708984375,-4.08935546875,-1.15966796875,-17,-21
