Ax,Ay,Az,Gx,Gy,Gz,fL,fR
-0.98193359375,0.092041015625,0.04833984375,7.26318359375,-4.2724609375,-5.43212890625,-18,-19
-0.997802734375,0.057373046875,0.0545654296875,6.103515625,-5.79833984375,-5.31005859375,-18,-22
-0.991943359375,0.0074462890625,0.0721435546875,16.66259765625,-7.568359375,-9.94873046875,-17,-21
-1.01220703125,0.0133056640625,0.08447265625,40.1611328125,-23.5595703125,-16.845703125,-18,-19
-0.9659423828125,-0.0557861328125,0.21826171875,41.748046875,-33.02001953125,-15.93017578125,-19,-17
-0.867431640625,-0.04345703125,0.4365234375,20.5078125,-28.6865234375,-11.71875,-22,-20
-0.8114013671875,-0.0528564453125,0.577392578125,6.65283203125,-15.93017578125,-4.69970703125,-21,-19
-0.782470703125,-0.064697265625,0.619140625,2.8076171875,-7.01904296875,-3.96728515625,-22,-19
-0.78125,-0.065673828125,0.6090087890625,1.77001953125,-5.9814453125,-1.220703125,-23,-20
-0.768798828125,-0.0750732421875,0.610595703125,1.15966796875,-4.08935546875,-1.953125,-25,-20
-0.7969970703125,-0.052001953125,0.6444091796875,1.52587890625,-3.0517578125,-0.3662109375,-22,-20
-0.743408203125,-0.0560302734375,0.6217041015625,1.220703125,-6.2255859375,-2.0751953125,-24,-20
-0.7728271484375,-0.065673828125,0.628662109375,1.03759765625,-6.591796875,-1.03759765625,-24,-20
-0.7547607421875,-0.04345703125,0.6689453125,-3.47900390625,1.953125,0.67138671875,-24,-19
-0.7559814453125,-0.013427734375,0.6258544921875,-25.20751953125,21.42333984375,11.16943359375,-22,-19
-0.869384765625,-0.0618896484375,0.3853759765625,-41.015625,31.73828125,10.6201171875,-21,-20
-0.98388671875,-0.125732421875,0.118408203125,-45.5322265625,21.3623046875,7.8125,-22,-19
-1.0224609375,-0.052734375,-0.0301513671875,-25.69580078125,-4.8828125,14.2822265625,-22,-20
-0.9727783203125,0.0062255859375,0.0257568359375,-6.77490234375,-3.84521484375,3.2958984375,-21,-20
-0.992431640625,0.0565185546875,0.04150390625,2.685546875,-5.615234375,-2.62451171875,-21,-21
