Ax,Ay,Az,Gx,Gy,Gz,fL,fR
-0.5853271484375,0.3260498046875,0.73779296875,3.47900390625,-2.8076171875,-3.5400390625,-19,-4
-0.5814208984375,0.33447265625,0.732177734375,3.72314453125,0.30517578125,-4.7607421875,-19,-3
-0.6014404296875,0.343017578125,0.7100830078125,4.2724609375,6.16455078125,-2.74658203125,-20,0
-0.63330078125,0.30517578125,0.6658935546875,7.87353515625,3.41796875,-5.43212890625,-17,-5
-0.6812744140625,0.3486328125,0.6083984375,12.87841796875,11.41357421875,-10.31494140625,-19,-3
-0.7513427734375,0.3455810546875,0.5235595703125,12.14599609375,18.24951171875,-19.53125,-19,-3
-0.8897705078125,0.2606201171875,0.308349609375,45.5322265625,27.2216796875,-31.25,-19,-11
-1.010009765625,0.1375732421875,0.02685546875,52.79541015625,5.18798828125,-26.7333984375,-20,-17
-1.00927734375,0.113037109375,-0.0059814453125,45.41015625,-2.86865234375,-9.8876953125,-20,-19
-1.003662109375,0.104248046875,-0.0078125,1.40380859375,-11.41357421875,-0.18310546875,-21,-18
-0.9703369140625,0.074951171875,0.054443359375,-19.22607421875,-9.27734375,-2.50244140625,-20,-21
