Ax,Ay,Az,Gx,Gy,Gz,fL,fR
-0.89697265625,0.291015625,0.3597412109375,-36.07177734375,-20.1416015625,14.0380859375,-20,2
-0.8013916015625,0.2852783203125,0.5478515625,-13.0615234375,-15.13671875,1.89208984375,-21,2
-0.7255859375,0.2808837890625,0.6158447265625,-2.38037109375,-2.74658203125,-0.67138671875,-21,0
-0.7713623046875,0.2515869140625,0.58056640625,-0.9765625,-4.2724609375,-1.64794921875,-20,-1
-0.7630615234375,0.25439453125,0.596435546875,-0.244140625,-6.591796875,-3.2958984375,-18,0
-0.734619140625,0.27978515625,0.5792236328125,-1.3427734375,-2.01416015625,-1.52587890625,-19,1
-0.800048828125,0.2645263671875,0.5660400390625,-0.91552734375,-0.6103515625,-1.3427734375,-21,-1
-0.75537109375,0.2471923828125,0.5765380859375,0.8544921875,-0.18310546875,-0.79345703125,-21,-6
-0.764404296875,0.2698974609375,0.5947265625,12.63427734375,6.103515625,-8.056640625,-20,0
-0.7958984375,0.2568359375,0.4451904296875,21.6064453125,17.76123046875,-10.8642578125,-21,-3
-0.9078369140625,0.3045654296875,0.2769775390625,26.2451171875,11.474609375,-16.357421875,-22,-7
-0.8829345703125,0.271484375,0.1588134765625,24.2919921875,10.6201171875,-17.822265625,-18,-11
-0.95556640625,0.1854248046875,0.046875,15.93017578125,5.67626953125,-8.056640625,-21,-16
-0.962890625,0.1480712890625,-0.0367431640625,7.4462890625,3.35693359375,-9.09423828125,-22,-20
-0.9945068359375,0.10986328125,0.0023193359375,-2.50244140625,-10.43701171875,-6.8359375,-20,-19
-0.9912109375,0.0611572265625,0.027099609375,-0.3662109375,-4.69970703125,-0.8544921875,-21,-20
-0.9813232421875,0.0693359375,0.0406494140625,4.33349609375,-6.103515625,-1.0986328125,-20,-21
-0.98193359375,0.0770263671875,0.0487060546875,-6.28662109375,-4.150390625,0.67138671875,-20,-19
